,StemTag,Feb_B02,Feb_B03,Feb_B04,Feb_B05,Feb_B06,Feb_B07,Feb_B08,Feb_B8A,Feb_B11,Feb_B12,Mar_B02,Mar_B03,Mar_B04,Mar_B05,Mar_B06,Mar_B07,Mar_B08,Mar_B8A,Mar_B11,Mar_B12,Jun_B02,Jun_B03,Jun_B04,Jun_B05,Jun_B06,Jun_B07,Jun_B08,Jun_B8A,Jun_B11,Jun_B12,Jul_B02,Jul_B03,Jul_B04,Jul_B05,Jul_B06,Jul_B07,Jul_B08,Jul_B8A,Jul_B11,Jul_B12,Aug_B02,Aug_B03,Aug_B04,Aug_B05,Aug_B06,Aug_B07,Aug_B08,Aug_B8A,Aug_B11,Aug_B12,Sep_B02,Sep_B03,Sep_B04,Sep_B05,Sep_B06,Sep_B07,Sep_B08,Sep_B8A,Sep_B11,Sep_B12,Oct_B02,Oct_B03,Oct_B04,Oct_B05,Oct_B06,Oct_B07,Oct_B08,Oct_B8A,Oct_B11,Oct_B12,Nov_B02,Nov_B03,Nov_B04,Nov_B05,Nov_B06,Nov_B07,Nov_B08,Nov_B8A,Nov_B11,Nov_B12,BBD_x,BLD_x,status,BBD_y,BLD_y,year,crown_intact,crown_living,FAD,Apr_B02,Apr_B03,Apr_B04,Apr_B05,Apr_B06,Apr_B07,Apr_B08,Apr_B8A,Apr_B11,Apr_B12,Dec_B02,Dec_B03,Dec_B04,Dec_B05,Dec_B06,Dec_B07,Dec_B08,Dec_B8A,Dec_B11,Dec_B12,Jan_B02,Jan_B03,Jan_B04,Jan_B05,Jan_B06,Jan_B07,Jan_B08,Jan_B8A,Jan_B11,Jan_B12,May_B02,May_B03,May_B04,May_B05,May_B06,May_B07,May_B08,May_B8A,May_B11,May_B12
0,30056,9.999999747378752e-05,0.01263131287589398,0.010802013370060877,0.05670100714083146,0.1408434354088486,0.16898586288902834,0.1746828020064699,0.18517977926671286,0.08999293514000217,0.05453030622618779,0.015712123189567793,0.03221312958867045,0.028119189771262803,0.07047575630482755,0.15116161970996414,0.17361212585232033,0.18025656115792382,0.19069293124536668,0.12848687495916394,0.06825555807967697,0.028407068621050927,0.057065646023384646,0.025226257545927774,0.09198282360861584,0.2768110889017833,0.32620503953673596,0.31405146097236214,0.3477181658720489,0.15840101133103798,0.07018081018525982,0.16295555414226212,0.14485858234180463,0.09921212279354592,0.13584444213139146,0.2778838310653519,0.3317090848840402,0.31966562126394665,0.34668484559119883,0.16288888560494355,0.07046262650403258,0.02457575476615066,0.04012019764347726,0.020762625945503058,0.06669999659061432,0.20756059520487702,0.2582575777411872,0.23570400660845642,0.2692403936608038,0.1415010083746476,0.0588565638853644,0.034426256818751104,0.04759494447097128,0.025032319137292907,0.07236969496765924,0.20376464237117903,0.24114646085956085,0.21625350187978645,0.25556666443720855,0.1308080693806771,0.05779999867081642,0.01095050361766091,0.0279767617630539,0.02153838074653943,0.06659899527666494,0.14319798568257427,0.16159798422822097,0.1684262358417559,0.18722323285640083,0.11244444090353578,0.056293939384047885,0.010651509740917572,0.022433327013364656,0.018245448617448902,0.050730305230790224,0.10673941058028183,0.12287172795958673,0.12889291482882484,0.15093940860982025,0.09848787850583533,0.05156969421488658,0.0,0.0,DS,0.0,0.0,2021,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30176,9.999999747378752e-05,0.013027569412072833,0.013069484676697945,0.057859557025770884,0.14055955325326983,0.1668128708961612,0.18326948584775185,0.190161770967084,0.08957646786341678,0.05384742252226173,0.01545882156510389,0.032939707177150584,0.028669484345951287,0.07134963179151659,0.14988235185727808,0.17253493162979516,0.1805106652453812,0.1894922781584555,0.12817720437622399,0.06786727710897834,0.029210663355913984,0.0598944925651578,0.026609925848063907,0.09340220885798281,0.28087905278617303,0.3303202336839477,0.32771177342461205,0.35234155068211037,0.15968860370207,0.0699580876424732,0.16226948799351906,0.14723125736319861,0.09884963462822474,0.13661985567795454,0.2803823555527661,0.3341647168256862,0.3291753741813042,0.3498158227638575,0.16441984943138777,0.07077867732936695,0.02548933685568251,0.04144191646405035,0.021158084858936287,0.06660073365178426,0.2112676626861802,0.25809193135846664,0.24526215865381734,0.2714569890246231,0.14290771597644744,0.059606980137882126,0.0359091886143952,0.04868162110227954,0.02644815883801891,0.07339999824762344,0.20517685075746372,0.24363346558984508,0.2261654475463408,0.25960369014432805,0.13332609438588278,0.05818712649887936,0.01154963176910572,0.029949631338521285,0.022698527696192957,0.06527169246460002,0.1405334637778639,0.15959852852505224,0.1752400853097323,0.18519080384632663,0.11370624484720661,0.056837495005386,0.01228014693296535,0.024422063063347932,0.020129778560569158,0.05006727418858723,0.1024466839058835,0.11999484537878242,0.13396618796779386,0.1466069809899921,0.09953528442506546,0.05296727485019878,0.0,0.0,DS,0.0,0.0,2021,15.0,0.0,"R,F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31078,9.999999747378752e-05,0.012313099757961233,0.010267690588564946,0.05940705976449977,0.1654275881062672,0.1800651081225226,0.20215098128417403,0.2097109629670742,0.08779136288232425,0.047237833483297346,0.014603025124543399,0.03322336023495633,0.024833869997356577,0.07515334322054823,0.16385475804956687,0.17556014504360865,0.18858135683691674,0.2001245269375362,0.11819118352607338,0.059438979822275126,0.02953123566235971,0.054318624351861196,0.02938438559451212,0.0867566968676286,0.22593267544037776,0.2631951577407252,0.28160065617908525,0.28989407243625503,0.14875100236568317,0.06887119699831658,0.16259886036318968,0.14486189562575094,0.10120978067720011,0.13375395289268832,0.2545720709289985,0.29433846139348674,0.29533230642515906,0.30303542629056857,0.1453405861069876,0.06627891869881841,0.02868011098171899,0.04159579602484959,0.023617456087956443,0.06456367356958513,0.1820033525750939,0.21268781864417416,0.22376685197642415,0.23187589079766902,0.12407241854522076,0.05581506288804848,0.036069797348648444,0.048933563149461685,0.026878729562523566,0.06989703637731329,0.17848558641350248,0.2100585032160579,0.21254585750900062,0.2301970397357437,0.11947948179726912,0.05372193324725406,0.009669507153811657,0.02727786095395903,0.016409167816264253,0.05437517270178232,0.13647780750556843,0.15996162369266106,0.17010743653860075,0.17620875848281073,0.10120935063954759,0.04763711553032554,0.009932629512573992,0.024783264261843116,0.015585990291581154,0.05234461873557768,0.12735664353042878,0.14781166960324846,0.14833668626986243,0.16208981130036323,0.0906554032607032,0.045753343467065055,0.0,0.0,AU,0.0,0.0,2021,100.0,100.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32534,0.014414041768987317,0.04196128983316592,0.04160834674240905,0.10560024367202708,0.21636817535756223,0.2406206123249306,0.2649940056496304,0.2739735248293971,0.10922127613458837,0.06714542111850544,0.021684990960287347,0.042748251523474376,0.03347281442930213,0.08395294652826615,0.17652238272903828,0.2045640429167749,0.2200997286549348,0.2319744696115139,0.14770385873173597,0.07958721821678658,0.030549581749545935,0.06495294454395932,0.026530319951352053,0.10639760828332276,0.3324709696818746,0.395613676679723,0.40392200286757,0.4129412288388155,0.17950406893895032,0.0746938156147329,0.17336795125635687,0.154344766873903,0.10502587947442496,0.14612055250112613,0.3140448392502426,0.3763950446547907,0.3758601027317001,0.3897668463694694,0.17819539063688242,0.07525117278378632,0.03081900186011831,0.0490970183799435,0.0236400171541972,0.07688896231963736,0.258462864425754,0.3188748430511678,0.33277938040568406,0.3446450785525715,0.16374504780944274,0.06584544789125296,0.03844068938119404,0.058467919971317554,0.029140536126099813,0.08542432499492336,0.2536859354774496,0.3126010146431213,0.3119620899909781,0.3293950845171525,0.15688498880664278,0.0647356757788734,0.015506310535268804,0.04040326694575018,0.034710057971844184,0.08590850855267856,0.1856021808387177,0.20647981331635587,0.2309838580192632,0.24393818905839346,0.148825975287537,0.07344521334408267,0.01719509313777319,0.03395744406551857,0.028256079262480034,0.07010668070337552,0.1518817608627743,0.17406638164071545,0.1932473365093545,0.20245732256568452,0.13497154046981893,0.071506938211389,0.0,0.0,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40652,0.03295915544278628,0.06269784518347343,0.06057571198647239,0.09891978644648237,0.1813362060352059,0.20406929800057758,0.2280188938820009,0.2294142255400858,0.11341489963501664,0.06956348329518612,0.024940474036768794,0.04671905268080963,0.04428016715373018,0.08666878661559446,0.15938526713254147,0.1857661218715878,0.19242611089803685,0.20563270218002574,0.14457481833816943,0.08103567936789746,0.030529768322787407,0.05846751069953705,0.033352442313587666,0.09763833341058947,0.24743515535018248,0.29021042120386253,0.2898053505597061,0.31429331893155815,0.1626505823748499,0.07559171095799971,0.1604362645139807,0.14074166871703384,0.09887059248544476,0.13611320033730456,0.2586798789311237,0.3024616018480254,0.29403085013540947,0.31337587373367787,0.16174182974785825,0.07652449635251275,0.029526475372438445,0.04369220190980469,0.02749457575182844,0.07125874220999831,0.1877098575903267,0.2240740595389479,0.2213235309844831,0.24535648519413636,0.14776820328688695,0.0687432458234326,0.03837990561035038,0.053316306209617796,0.03320711151816721,0.07764866469565504,0.1842413055469534,0.21787012754524093,0.20842830511528776,0.23151105057100468,0.13964336205693598,0.06633009671534884,0.017239279407927095,0.03565524433410926,0.029087012484885984,0.07175018460127291,0.14095794796075342,0.15770615195919016,0.16555972985495798,0.18029453336632664,0.1320345180675028,0.06819592088984676,0.01768751207210797,0.03494675431877727,0.028095944282738757,0.06697814654505807,0.1270613211430999,0.14484895273256657,0.15609714372037362,0.16600764878644647,0.12384270521339037,0.06736733006542467,0.0,0.0,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,41587,0.0003000000142492354,0.01720000058412552,0.019200000911951065,0.06859999895095825,0.15459999442100525,0.1728000044822693,0.19300000369548798,0.19699999690055847,0.08560000360012054,0.05050000175833702,0.016599999740719795,0.03920000046491623,0.025599999353289604,0.07689999788999557,0.15929999947547913,0.18039999902248383,0.19820000231266022,0.19439999759197235,0.11699999868869781,0.059300001710653305,0.029400000348687172,0.05860000103712082,0.02889999933540821,0.09440000355243683,0.24169999361038208,0.2874000072479248,0.2971000075340271,0.3133000135421753,0.1632000058889389,0.07460000365972519,0.16619999706745148,0.1485999971628189,0.10130000114440918,0.13570000231266022,0.2655999958515167,0.30410000681877136,0.30239999294281006,0.3156000077724457,0.16269999742507935,0.07530000060796738,0.029500000178813934,0.04439999908208847,0.025800000876188278,0.06960000097751617,0.18459999561309814,0.21580000221729279,0.21649999916553497,0.23499999940395355,0.1429000049829483,0.06539999693632126,0.03420000150799751,0.050599999725818634,0.028599999845027924,0.07410000264644623,0.1761000007390976,0.21969999372959137,0.19660000503063202,0.23119999468326569,0.13500000536441803,0.06179999932646752,0.012400000356137753,0.028200000524520874,0.020099999383091927,0.05730000138282776,0.12139999866485596,0.13930000364780426,0.14100000262260437,0.15800000727176666,0.11050000041723251,0.056699998676776886,0.00839999970048666,0.02199999988079071,0.016699999570846558,0.047200001776218414,0.10040000081062317,0.11410000175237656,0.11230000108480453,0.13199999928474426,0.09080000221729279,0.048900000751018524,1.0,0.0,AU,1.0,0.0,2021,99.0,95.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,41648,0.0007069133517255379,0.02045546005904018,0.02030479819356537,0.06716734356820891,0.15330540513288635,0.17375259220040792,0.17936477235379547,0.19680976480025086,0.08618380921113368,0.05084190603698388,0.016479528945973775,0.031802662412519535,0.022988606366287957,0.07457801260834367,0.15386106615509249,0.1780278394459706,0.17509593409072755,0.1957378910811871,0.11721804385803539,0.06045155096280371,0.02816937190251739,0.057949436720843135,0.02453177090020357,0.09361076464242386,0.2697770862601134,0.32967428836812374,0.3495284781974708,0.3454466840708823,0.16549565151277593,0.07292221689683816,0.16818454808589967,0.14919026197948687,0.10155390403728191,0.13727789211754335,0.28366765504075037,0.3278555877058219,0.33431848664942443,0.3407887434970752,0.1648324992550209,0.07370691618590733,0.02955948939832629,0.0430364220253468,0.02319107539474512,0.07022782663959397,0.21215105833178202,0.252531255876969,0.270399664347979,0.26529116380539475,0.14731028751128983,0.06447186216748461,0.034681051594901834,0.050349502362181414,0.02714975129645832,0.07642536887536676,0.20538017959080046,0.25052579131513636,0.2512808347970162,0.26336343962217545,0.14014733082747508,0.061871460679076534,0.011762946002669835,0.032289102499097146,0.022629198373792625,0.061535014851197674,0.13979372896666936,0.1607815386806059,0.17476313256869147,0.18444491239988117,0.11733835374761122,0.05764230705784256,0.011357449157274229,0.022063180973245382,0.02433088369787667,0.05106375655028629,0.10883448831107886,0.12479586995679963,0.12856924130762146,0.1461742476280132,0.09826644687553783,0.0525831824915373,0.0,0.0,AU,0.0,0.0,2021,100.0,100.0,"R,F,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,42565,0.001884692647061879,0.03226088027878127,0.032106456036228435,0.08604216930000617,0.19033877482546674,0.2177260204658605,0.25416089246450196,0.24647703927208967,0.10268299425180416,0.05967959118790873,0.021878739798596843,0.04688469303283419,0.033975339928734735,0.08511190827857797,0.1779153087970284,0.2003008435820424,0.24048809728098414,0.2295957454046805,0.14135577317076567,0.07297108499571002,0.029800850078009696,0.06497958780424283,0.028804251565198946,0.10329999774694443,0.3080336532667539,0.3609022042424906,0.3514183650302255,0.38212516656780543,0.16809574743123842,0.07170595218205203,0.16222211452326357,0.14499744468042908,0.09961190792470596,0.1389016977260278,0.2875642933048175,0.3437413298827772,0.33515408955911774,0.3589319646721577,0.1719872495981422,0.07399830010436312,0.029106804128830672,0.04888809499592164,0.025394897240143235,0.07669830110572115,0.23642175731882573,0.28840476492647954,0.2946814446337875,0.31079285098546033,0.15527874590746066,0.06429234697239264,0.03579404594415751,0.05457788972058714,0.028988093426278214,0.08149659961643564,0.22774216887085272,0.27373620493852063,0.2673307813944196,0.29472602749920856,0.14567873253969008,0.06169064684617556,0.015371085969307,0.04184557520704317,0.028869384570530766,0.07866683256624374,0.1772438790109768,0.20606173345529358,0.2194384289145578,0.2250438687188059,0.13417109266527655,0.06328724249294186,0.015493196468236405,0.03645407730832197,0.027645573252010818,0.06977193340572864,0.14021190967332664,0.16048044537394407,0.177485191027384,0.18235578175383452,0.11847619021834092,0.061778739090240536,0.0,0.0,A,0.0,0.0,2021,100.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,61581,9.999999747378752e-05,0.00570000009611249,0.008200000040233135,0.04569999873638153,0.12189999967813492,0.1526000052690506,0.1348000019788742,0.1526000052690506,0.07980000227689743,0.04670000076293945,0.014800000004470348,0.029899999499320984,0.022600000724196434,0.06639999896287918,0.1363999992609024,0.1589999943971634,0.15330000221729279,0.17100000381469727,0.11429999768733978,0.06040000170469284,0.025200000032782555,0.054999999701976776,0.023499999195337296,0.09520000219345093,0.2705000042915344,0.3156000077724457,0.35010001063346863,0.3375000059604645,0.16249999403953552,0.07249999791383743,0.16449999809265134,0.14659999310970306,0.09910000115633011,0.13619999587535858,0.27140000462532043,0.3138999938964844,0.33230000734329224,0.3246999979019165,0.16500000655651093,0.07419999688863754,0.02630000002682209,0.04039999842643738,0.020999999716877937,0.06769999861717224,0.20000000298023224,0.23839999735355377,0.25760000944137573,0.2605000138282776,0.14589999616146088,0.06350000202655792,0.03350000083446503,0.047600001096725464,0.02630000002682209,0.0731000006198883,0.1915999948978424,0.23729999363422394,0.23589999973773956,0.25519999861717224,0.13699999451637268,0.06089999899268151,0.010700000450015068,0.02669999934732914,0.024900000542402267,0.061500001698732376,0.1193000003695488,0.13519999384880066,0.1348000019788742,0.16509999334812164,0.11219999939203262,0.056200001388788216,0.010700000450015068,0.022700000554323196,0.02019999921321869,0.05079999938607216,0.09510000050067902,0.10670000314712524,0.1120000034570694,0.133200004696846,0.09920000284910202,0.05130000039935112,1.0,0.0,AU,1.0,0.0,2021,100.0,10.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,81091,0.0038408583216328783,0.039096791255859256,0.034578683608635016,0.08748640130709717,0.19333994270534963,0.22286391143516576,0.24609137923917676,0.2420129932580691,0.10082483115165572,0.05613241410145887,0.016757875427540897,0.04054694716018182,0.02749109803911526,0.08237870810820805,0.17604408219411122,0.1963266397491574,0.2142276608806702,0.22300883097228863,0.12665507253613612,0.06299867080581031,0.0302322611005484,0.06125622017794093,0.0314068189348888,0.09678916804079364,0.2376784366793697,0.2728242290020701,0.27809594701623847,0.28845211675736493,0.15409855572887277,0.0723853252182163,0.1642328712053614,0.1457345485578628,0.1016106389156538,0.13663650616797285,0.25352960117607154,0.29530325192770945,0.2895674066368444,0.2979004675135286,0.15555260917375452,0.0726555428736589,0.028783174663865086,0.04474858944854755,0.02561186690553555,0.07067460046293443,0.18141002793442235,0.21460971191343947,0.22207848147818018,0.23397537636447802,0.13807989423904468,0.06272352823775024,0.036126546645032266,0.05089530648531935,0.029815273747899197,0.07527707011603145,0.1801445835184921,0.20921625457891327,0.2088531840619037,0.2256722120453528,0.1301141783517248,0.0600146002493279,0.012764459501690664,0.034332644993352764,0.023933812956322905,0.07093696412499574,0.14666987955574787,0.16215482261660813,0.17989570478637693,0.18315582266640704,0.11738359144070132,0.058185766449049485,0.013848926227452435,0.03094187293091968,0.02503258252208822,0.05970423725429892,0.12517618505822917,0.13718780912077466,0.14895917376546844,0.15839324484414719,0.10632200717667954,0.056744393641070555,0.0,0.0,A,0.0,0.0,2021,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
