,row,col,species,StemTag,frac
974,37,55,Unknown,300823,0.1230727391884523
975,37,56,Unknown,300823,0.12709765281274166
976,38,55,Unknown,300823,11.235376201760483
977,38,56,Unknown,300823,0.8587807106903431
978,37,55,Unknown,300806,9.112462070519591
979,37,56,Unknown,300806,0.022903732191664933
980,38,55,Unknown,300806,1.8638713790362273
981,39,50,Unknown,280672,1.875830838935585
982,19,21,Unknown,131055,11.451069671981601
983,19,22,Unknown,131055,18.436485384568698
984,20,21,Unknown,131055,0.8505753942138842
985,20,22,Unknown,131055,0.7420409912012107
986,18,21,Unknown,131056,6.0845958373721825
987,18,22,Unknown,131056,24.95139364897127
988,19,21,Unknown,131056,7.294676769729428
989,19,22,Unknown,131056,17.975286775677194
990,19,22,Unknown,131058,2.5070603353629295
991,16,21,Unknown,131155,6.425106826603686
992,16,21,Unknown,131112,3.795905636975463
993,37,55,Unknown,300804,4.241847159778281
994,37,56,Unknown,300804,3.9601107593610267
995,36,55,Unknown,300944,7.6525762670880155
996,36,56,Unknown,300944,11.167887473125038
997,37,55,Unknown,300944,3.3805195295781223
998,37,56,Unknown,300944,5.261656801014872
999,36,55,Unknown,300798,0.013824131996966431
1000,37,55,Unknown,300798,15.39893135920232
1001,36,55,Unknown,300797,0.09357734681421911
1002,37,55,Unknown,300797,19.239277448651873
1003,37,54,Unknown,300793,0.06931521624773845
1004,37,55,Unknown,300793,4.0248056780590185
1005,37,55,Unknown,300820,6.36135547694919
1006,38,55,Unknown,300820,3.2482754349915406
1007,37,55,Unknown,300802,11.381988718030263
1008,38,55,Unknown,300833,15.999556577183988
1009,39,55,Unknown,300833,1.195050609458847
1010,37,56,Unknown,310890,1.7581240640297886
1011,38,56,Unknown,310890,7.969667789932141
1012,38,56,Unknown,310894,6.9677444849081045
1013,38,56,Unknown,310978,26.10388790145002
1014,38,57,Unknown,310978,3.3847674805933132
1015,38,55,Unknown,310813,2.6894122605459074
1016,38,56,Unknown,310813,12.078768176180947
1017,39,55,Unknown,310813,0.6038265950451726
1018,39,56,Unknown,310813,4.6350284160510045
1019,38,55,Unknown,310909,1.1130609233443807
1020,38,56,Unknown,310909,6.464298246368908
1021,38,50,Unknown,280675,8.848089860556978e-06
1022,38,51,Unknown,280675,8.503445839560746
1023,39,51,Unknown,280675,5.685556696163331
1024,38,50,Unknown,280674,8.430801868212493
1025,38,51,Unknown,280674,0.10416933896607872
1026,38,50,Unknown,280674,3.4532932395581786
1027,38,51,Unknown,280674,0.10728968677328628
1028,39,50,Unknown,280674,4.563505632824752
1029,39,51,Unknown,280674,0.3641706699801055
1030,38,50,Unknown,280656,4.841766251683448
1031,38,50,Unknown,280750,13.555518169187039
1032,38,50,Unknown,280656,6.7890348129942835
1033,15,21,Unknown,131203,4.498690257598284
1034,15,22,Unknown,131203,71.44874893188332
1035,15,23,Unknown,131203,14.312713043122399
1036,16,21,Unknown,131203,0.019671208957821557
1037,16,22,Unknown,131203,29.961222037494895
1038,16,23,Unknown,131203,2.910312813079421
1039,15,21,Unknown,131187,7.6275581846571034
1040,16,21,Unknown,131187,0.32475770547836436
1041,15,21,Unknown,131167,0.09859013149400493
1042,16,21,Unknown,131167,23.681772160787883
1043,16,22,Unknown,131167,2.195808461458876
1044,16,22,Unknown,131130,23.201132582002042
1045,16,23,Unknown,131130,8.304469397828697
1046,17,22,Unknown,131130,16.009713338786142
1047,17,23,Unknown,131130,4.076718703224185
1048,16,21,Unknown,131118,12.210587132488078
1049,16,22,Unknown,131118,21.47256074960281
1050,17,21,Unknown,131118,3.6941319249207507
1051,17,22,Unknown,131118,3.7555531571914353
1052,35,55,Unknown,300910,5.518220488853479
1053,34,55,Unknown,300881,1.6591696582852205
1054,35,55,Unknown,300881,8.151809988940004
1055,35,55,Unknown,300902,6.434050316945844
1056,41,53,Unknown,300570,1.2550167434045263
1057,41,54,Unknown,300570,0.21690861202343098
1058,40,53,Unknown,300650,2.0599822182771037
1059,30,47,Unknown,260921,14.373348902185565
1060,30,48,Unknown,260921,5.557266720203421
1061,31,47,Unknown,260921,20.940149611627014
1062,31,48,Unknown,260921,2.4526887839746134
1063,29,48,Unknown,271126,43.64128179552254
1064,29,49,Unknown,271126,4.886247136861709
1065,30,48,Unknown,271126,12.776684405883879
1066,30,49,Unknown,271126,0.0727371057714976
1067,29,47,Unknown,261011,5.948856860657135
1068,29,48,Unknown,261011,9.382013981852806
1069,30,47,Unknown,261011,3.3701320484669015
1070,30,48,Unknown,261011,12.328521497798754
1071,30,48,Unknown,271093,10.975182900566384
1072,45,31,Unknown,190240,0.012342881165462583
1073,46,31,Unknown,190240,9.276634204521097
1074,49,32,Unknown,190086,34.758140474512416
1075,50,32,Unknown,190086,3.226417093302797
1076,48,41,Unknown,240109,1.7192712428087884
1077,49,41,Unknown,240109,28.770358491706116
1078,49,42,Unknown,240109,24.0660309386533
1079,48,40,Unknown,240098,14.653939501010685
1080,48,41,Unknown,240098,11.664144545810114
1081,49,40,Unknown,240098,14.390518148182482
1082,49,41,Unknown,240098,8.418879553852161
1083,51,42,Unknown,240087,7.865900003990175
1084,32,32,norway spruce,190642,0.014658590917281722
1085,33,32,norway spruce,190642,16.34524771407151
1086,32,32,norway spruce,190641,0.8948224444979767
1087,33,32,norway spruce,190641,11.652754806882992
1088,33,33,norway spruce,190641,0.0639561936972983
1089,31,33,norway spruce,200695,0.291648817296479
1090,31,34,norway spruce,200695,12.15531094522433
1091,32,34,norway spruce,200695,0.24208956361487896
1092,32,36,norway spruce,210576,2.88879041726617
1093,33,36,norway spruce,210576,2.4125032579194734
1094,34,35,norway spruce,210538,2.7926706568550066
1095,34,36,norway spruce,210538,10.8969023495523
1096,33,36,white pine,210535,2.2915420339540433
1097,34,35,white pine,210535,1.996536143927768
1098,34,36,white pine,210535,18.82084725882028
1099,34,53,hemlock,291037,1.4948104687170927
1100,34,54,hemlock,291037,5.9364410165481525
1101,35,53,hemlock,291037,13.80232533743494
1102,35,54,hemlock,291037,24.681965098946947
1103,33,52,white pine,291113,1.0944537159554355
1104,34,52,white pine,291113,25.87770392346237
1105,35,56,hemlock,311078,30.664203522138493
1106,35,57,hemlock,311078,1.2147753206153296
1107,36,56,hemlock,311078,22.046904801092655
1108,36,57,hemlock,311078,3.8152795090492284
1109,36,56,red pine,311040,14.27941107171215
1110,35,55,red pine,300936,2.160677377415437
1111,35,56,red pine,300936,3.610369353889227
1112,36,55,red pine,300936,4.040444936930493
1113,36,56,red pine,300936,5.631779801124364
1114,36,55,red pine,300938,12.768222490845469
1115,34,57,red pine,311294,11.507096478039072
1116,35,57,red pine,311294,3.0729586552550763
1117,35,56,red pine,311073,6.693833244138317
1118,35,57,red pine,311073,5.272746669545084
1119,3,4,American beech,042565,26.04467647522315
1120,3,5,American beech,042565,1.3467169609481286
1121,22,9,red maple,071232,2.0415628770257164
1122,22,10,red maple,071232,11.882395162502675
1123,21,10,American beech,081091,3.7450813238184706
1124,22,10,American beech,081091,40.38049798415267
1125,22,11,American beech,081091,9.598728653367193
1126,3,21,American beech,121672,13.115356172532175
1127,4,21,American beech,121672,0.6470113166743542
1128,15,51,American beech,281502,6.7631795497755665
1129,15,52,American beech,281502,19.295190188018726
